% Model,cyl_test.mph
% Version,COMSOL 6.1.0.252
% Date,"May 11 2023, 17:25"
% Dimension,3
% Nodes,9072
% Expressions,18
% Description,"Displacement field, X-component, Displacement field, Y-component, Displacement field, Z-component"
% Length unit,nm
% X,Y,Z,u (nm) @ lambda=1,v (nm) @ lambda=1,w (nm) @ lambda=1,u (nm) @ lambda=2,v (nm) @ lambda=2,w (nm) @ lambda=2,u (nm) @ lambda=3,v (nm) @ lambda=3,w (nm) @ lambda=3,u (nm) @ lambda=4,v (nm) @ lambda=4,w (nm) @ lambda=4,u (nm) @ lambda=5,v (nm) @ lambda=5,w (nm) @ lambda=5,u (nm) @ lambda=6,v (nm) @ lambda=6,w (nm) @ lambda=6
-9.40555304187753,-3.396405743786855,298.00178835882264,1.20214607411270221E18,2.10071169960653184E18,-6.2226414846189696E16,2.09920837628535808E18,-1.2061804822298007E18,-5.2800671523756576E16,8.1375402048390362E17,1.42968085650187699E18,2.10421718955698592E17,1.42609306537792486E18,-8.234700163250464E17,1.7857075645826256E17,-5.5172624186024173E17,-9.7747113403073331E17,3.2974245189101523E17,-9.721378416432567E17,5.6589634177608083E17,2.798578085962376E17
-8.679429182843187,-4.966639614468722,299.1610138294766,1.19723254342928282E18,2.09162205195209702E18,-7.19321633927862E16,2.09157842433461862E18,-1.2015065405208553E18,-4.2186540628449496E16,8.293378866543671E17,1.45585223321225651E18,2.342992723301576E17,1.45576727349953741E18,-8.3990274563523648E17,1.37432017473991664E17,-5.2571728405736864E17,-9.2978690007717082E17,3.7839345953572474E17,-9.2959679067962688E17,5.4018226539772269E17,2.2197422279518992E17
-9.999999999999998,0,296.00171384387164,1.21110504501116698E18,2.11584673978628326E18,-3.905075160009324E16,2.11206683673305498E18,-1.2132734960267031E18,-6.8104521787446632E16,7.8790149574866752E17,1.38300100438529203E18,1.40898586551478064E17,1.37435598218890342E18,-7.9290013845612198E17,2.45761414634046048E17,-5.985061143071968E17,-1.05815738408260032E18,2.0945178196252496E17,-1.04400905189026701E18,6.0656921090138765E17,3.6537467653918099E17
-6.410928253174634,-7.674633472202253,299.7176638216967,1.19540211277718093E18,2.08614912196339482E18,-8.29494661973952E16,2.08889442507449626E18,-1.19865979368781594E18,-1.469025687693067E16,8.3813666457715699E17,1.46562155121341875E18,2.65381687477872736E17,1.47249645872171648E18,-8.4629554456175936E17,4.7021246675794944E16,-5.1499405460705133E17,-9.0325461803513971E17,4.3479944600284826E17,-9.1235182571257024E17,5.258121101756455E17,7.7052823378136624E16
-4.966498789724826,-8.679509765629728,299.001825616298,1.19897330694230605E18,2.09089930716080768E18,-8.314614037526696E16,2.0946183233366464E18,-1.20109446018488909E18,7.573891485167614E13,8.2981636429782336E17,1.4474215234315881E18,2.72233400433759488E17,1.45658050199244928E18,-8.3505728360036006E17,-2.2290119866956197E14,-5.3292206115140768E17,-9.296071476206409E17,4.3786437620633606E17,-9.4224344359541747E17,5.4012378217242426E17,-3.470114547569312E14
-6.41164567547608,-7.67403412372846,297.70527747803595,1.20372220752903808E18,2.10067924577478067E18,-7.9905142700672512E16,2.10345952896480486E18,-1.20702357408761062E18,-1.4158910056472706E16,8.1052512186003213E17,1.41734654620409267E18,2.72825551244452384E17,1.42400081393870208E18,-8.1842850894744E17,4.8367769227971416E16,-5.5951798009683424E17,-9.8132395750073485E17,4.2424216594578938E17,-9.9115635363680563E17,5.7121611794889133E17,7.5225880591601296E16
-7.667595849935743,-6.419343726740932,298.40148293161525,1.2005003174087703E18,2.09637257656038733E18,-7.7149727136952496E16,2.09782359406536627E18,-1.20454422409897984E18,-2.8437210787872612E16,8.1924637660116006E17,1.43579521422828979E18,2.5754482624559984E17,1.43933358368616269E18,-8.290746230422231E17,9.495271957442456E16,-5.4292319421874182E17,-9.5682264477989261E17,4.0782142000320333E17,-9.6182468240223757E17,5.5695092597688992E17,1.5037582325928848E17
-9.850464443554783,-1.722890085369042,295.0016765863961,1.2144135034305431E18,2.12216892829280666E18,-4.91982623694322E16,2.1193331269111255E18,-1.21775694504868582E18,-5.9153458656494536E16,7.7226501418883827E17,1.35676040159456461E18,1.8341033179403344E17,1.35043330735066317E18,-7.797774462419287E17,2.20550639415327392E17,-6.1756024740698509E17,-1.0939053752033609E18,2.65449843014213088E17,-1.08298688142069645E18,6.3035284653061274E17,3.1923429360827245E17
-8.679479452625834,-4.966551764700123,297.15724843110047,1.20542586998312781E18,2.10595842775925069E18,-6.9267960723460416E16,2.10591476832507674E18,-1.20975475192499379E18,-4.0625016252369624E16,8.0167764478139814E17,1.40730587010685645E18,2.4073735477706576E17,1.40722553947808486E18,-8.1190193736805158E17,1.4121244414415544E17,-5.6961670052809267E17,-1.00736241753666112E18,3.6899340579256736E17,-1.00716134635633664E18,5.8521770445079462E17,2.16466077375135488E17
-9.405553041877523,-3.396405743786869,296.00171384387164,1.21014692452524723E18,2.11471769836321459E18,-5.985930997378484E16,2.11319624731573478E18,-1.21423180381292109E18,-5.07920357689464E16,7.8570443101293325E17,1.38041191182869683E18,2.159944856756856E17,1.37694540015801318E18,-7.9509730629292506E17,1.8330028254660672E17,-5.9492977253001318E17,-1.0539450538064567E18,3.2109429261872019E17,-1.04822375148767501E18,6.1014699874654912E17,2.725168475498632E17
-9.405553041877532,-3.3964057437868522,294.00163932892076,1.21783555519537946E18,2.12817716754712499E18,-5.7463879104307336E16,2.1266377758789952E18,-1.22196907767350246E18,-4.875962265335764E16,7.5693333096409613E17,1.32987503143048781E18,2.21373562080902496E17,1.32653184527579469E18,-7.6599374105337306E17,1.87865108440950688E17,-6.3694467194792538E17,-1.12831484861450022E18,3.1183929684707181E17,-1.1222141921185065E18,6.5318155487897075E17,2.64662707534864672E17
-7.667324508287337,-6.419667817310824,296.40167535849554,1.20856185787824922E18,2.11046652292534656E18,-7.4245703233219184E16,2.11193625507561702E18,-1.21265668799407283E18,-2.7363148279829332E16,7.913489062456032E17,1.38691072647813965E18,2.644511885718144E17,1.39033377101031629E18,-8.0085377811043789E17,9.7485086589131472E16,-5.8634505303776448E17,-1.03330122550848653E18,3.973370511090448E17,-1.03868360593605952E18,6.0142976096922458E17,1.46487684566013216E17
-4.96649878972483,-8.679509765629724,297.0017511013471,1.20714113081983002E18,2.10514279532681293E18,-8.006042842679488E16,2.10890966652883379E18,-1.20928924465493325E18,7.297620266161206E13,8.0206332091697344E17,1.39901286713209216E18,2.79665105696595936E17,1.4078748587679849E18,-8.0713441950731072E17,-2.2961263408165247E14,-5.7693819727392051E17,-1.00638480014074867E18,4.2692082533519264E17,-1.02000870488292762E18,5.8470109894066803E17,-3.400616964314665E14
-6.411369777953927,-7.674264627333292,295.7072660387634,1.2116736828909312E18,2.11456373936999194E18,-7.6846848183029888E16,2.11737926036887142E18,-1.21501548131244416E18,-1.3614063959675054E16,7.8236691082045094E17,1.36810984748753331E18,2.79979517622298208E17,1.37454262368098944E18,-7.9000439037953011E17,4.962490827782924E16,-6.0260312052174246E17,-1.05686376315443853E18,4.1297183502003386E17,-1.06741527469462899E18,6.151494526146473E17,7.3209824382273296E16
-1.7228900853690414,-9.850464443554783,295.0016765863961,1.21646629329265638E18,2.1185897831679465E18,-7.2338563110868912E16,2.12291238168821888E18,-1.21570442374519782E18,2.6201318229529296E16,7.7686036442341786E17,1.34874721753030554E18,2.69711054130697568E17,1.35844742146042496E18,-7.7518311702788826E17,-9.7658392900518416E16,-6.25431184337664E17,-1.08017705615778675E18,3.9037755392941664E17,-1.09671416357746278E18,6.2248217316667546E17,-1.41343343650429584E17
0,-9.999999999999998,294.00163932892065,1.22099986474954035E18,2.12549237196620467E18,-6.5375819570859256E16,2.12932261414509158E18,-1.2188046026335744E18,3.7489278692434184E16,7.6384824259655565E17,1.32400709589961907E18,2.51886219266511328E17,1.3324002096514199E18,-7.5907836128292954E17,-1.44405167268310816E17,-6.4939539861471424E17,-1.1177478294041801E18,3.5483844565851027E17,-1.13278068181022938E18,6.4073050173850534E17,-2.03421400344986144E17
-9.999999999999998,0,294.00163932892065,1.21880527020923494E18,2.12931941202276275E18,-3.7487721782200712E16,2.12549529800728602E18,-1.22099937845111475E18,-6.537885731057888E16,7.5905321102857997E17,1.33237121870511898E18,1.44408470242463904E17,1.32403588842315085E18,-7.6387424590215386E17,2.51884976328282208E17,-6.4076050179968141E17,-1.13280913844615475E18,2.03414098693357024E17,-1.11771775899995661E18,6.4936516170649178E17,3.5484584395316736E17
-4.966498789724836,-8.679509765629724,295.0016765863961,1.21499826091046835E18,2.11884472940464768E18,-7.6937307490313856E16,2.12265715922883968E18,-1.2171723608037015E18,7.011081369046825E13,7.7357395154116902E17,1.34931829814764262E18,2.86847729186226592E17,1.35787604524122598E18,-7.784694669199241E17,-2.3509501174938522E14,-6.1980065348428186E17,-1.08115538835762752E18,4.1517659720394701E17,-1.09573413110023386E18,6.2811202483726579E17,-3.3009956781543606E14
-3.3964057437868567,-9.40555304187753,294.0016393289207,1.21952422704622515E18,2.12523225647922304E18,-7.4221996819404912E16,2.12958253143152102E18,-1.22028032861188506E18,1.3055489242648016E16,7.6062348408199334E17,1.32343919854979507E18,2.85959123714815392E17,1.33296757804162227E18,-7.6230319546480525E17,-5.0270929723447392E16,-6.4358824224200691E17,-1.11672452350959168E18,4.0283143033959328E17,-1.1338034258298889E18,6.4653838371917939E17,-7.0808298933916792E16
-9.850464443554783,-1.7228900853690228,293.00160207144523,1.22194893971082342E18,2.1353601469144087E18,-4.7177530001977344E16,2.13249193203693491E18,-1.22533111547117363E18,-5.6723831958039904E16,7.4311151548105536E17,1.30555152564035149E18,1.87839553757886752E17,1.29945850997826944E18,-7.50349076581696E17,2.25877142766529792E17,-6.5904323651947507E17,-1.16733108802084966E18,2.57439031161266976E17,-1.15571843722324659E18,6.7265403034878656E17,3.096002938447495E17
-8.679448545204211,-4.9666057777069925,295.1350044775,1.21337921820759859E18,2.11987497909077811E18,-6.6546779152070984E16,2.11983100430174208E18,-1.21776150463969306E18,-3.9028553183424064E16,7.7301402920091046E17,1.35699761261011251E18,2.4701709074258768E17,1.35692059698472115E18,-7.8288406655089459E17,1.4489389803919744E17,-6.1275872558468198E17,-1.08360024095039168E18,3.5880166146589958E17,-1.08338859100439309E18,6.2947760101232013E17,2.10483862496667104E17
-9.40555304187752,-3.396405743786885,292.0015648139698,1.22520836590209843E18,2.14108359352985626E18,-5.5040987428023016E16,2.13952734392081843E18,-1.2293881473661207E18,-4.6703765406788856E16,7.274670199134112E17,1.27811474171566669E18,2.26555508307950336E17,1.27489919733841715E18,-7.3618441872644493E17,1.92262806108460256E17,-6.7769145948577216E17,-1.20044039902463411E18,3.0199656733080934E17,-1.19397296610526106E18,6.9491638357497395E17,2.56308631156419232E17
-8.680311548096892,-4.965097323112183,293.1412581077187,1.22090639108318387E18,2.13304681245627059E18,-6.3825195942790328E16,2.13300123869694182E18,-1.22533947735578522E18,-3.7447382691756472E16,7.44043081305456E17,1.30615084219347123E18,2.52962997706207328E17,1.3060741317450537E18,-7.5355405333756864E17,1.48441223405555616E17,-6.5406977021147686E17,-1.15660736586111155E18,3.4803995781375955E17,-1.15638088774231782E18,6.7186150691380787E17,2.04253088780952416E17
-7.6705282130711945,-6.415839534502,294.3747918419188,1.21641430761156992E18,2.12419792431509478E18,-7.1251810652752568E16,2.12568172753975373E18,-1.22056024096483251E18,-2.6300321887132452E16,7.623312326678153E17,1.33606830907575936E18,2.71157879475043296E17,1.33936178745317811E18,-7.7150161384521306E17,1.00111712463242544E17,-6.2915710612707994E17,-1.10871966329148275E18,3.8586816631330458E17,-1.11446080976273421E18,6.4529129789847027E17,1.42479906333500848E17
-6.414398583802401,-7.671733233638518,293.6684858449583,1.21946435212953062E18,2.12817118147304627E18,-7.3682257765431408E16,2.13101780926627866E18,-1.22284843365727821E18,-1.3083487323357704E16,7.5289317338944192E17,1.31658060914490675E18,2.86999661322077344E17,1.32277176512043802E18,-7.6025607090506355E17,5.0986586568489208E16,-6.4532368082461709E17,-1.13178045706577165E18,4.0063219449033056E17,-1.14303389149300019E18,6.5872491084808998E17,7.1186413044693272E16
-1.722890085369025,-9.85046444355479,293.0016020714453,1.22402505975036339E18,2.13173951601571712E18,-6.9367759624536936E16,2.13611255766691405E18,-1.22325512642994304E18,2.5125366897544292E16,7.4753785806876736E17,1.29783268386546406E18,2.76223952241601792E17,1.30717844799561805E18,-7.4592294067521242E17,-1.00016030866840976E17,-6.6741358850304422E17,-1.15272612515471462E18,3.7859902537841837E17,-1.1703216059278569E18,6.6428437664598234E17,-1.37078393582960656E17
0,-9.999999999999998,292.0015648139698,1.22840783591498778E18,2.13836856968619238E18,-6.2619184714243768E16,2.14224236602662118E18,-1.22618854684445926E18,3.59085898206769E16,7.3411870010073613E17,1.27246931996080102E18,2.57781798723421664E17,1.28054457478372352E18,-7.2953205501863258E17,-1.47784515001504864E17,-6.9089835164308928E17,-1.18922996281276646E18,3.4363555599304544E17,-1.20518325410398438E18,6.8170982247264448E17,-1.96998425934025248E17
-1.7228900853690707,-9.850464443554777,291.0015275564943,1.2312654267997248E18,2.14433498726255334E18,-6.6363417779710152E16,2.14875609330921856E18,-1.23048728305711078E18,2.4037158704317196E16,7.1752681537193766E17,1.24572471745670323E18,2.82490404887759008E17,1.25470491387480883E18,-7.1597699822698995E17,-1.02285296368780912E17,-7.0807520276708826E17,-1.22298702267927142E18,3.6610205717235565E17,-1.24160857610770202E18,7.0476514598690726E17,-1.3255373462120264E17
-9.999999999999998,0,292.0015648139698,1.22618891434014438E18,2.14223868392603827E18,-3.5906894248228204E16,2.13837227529083622E18,-1.22840783930104627E18,-6.2621856482180632E16,7.295066385649335E17,1.28051537458152755E18,1.47788135236840928E17,1.27249833216255974E18,-7.3414487067348083E17,2.57780361977279264E17,-6.8173871120105587E17,-1.20520959317208653E18,1.96990326074395872E17,-1.18920431274744192E18,6.9087099090112013E17,3.4363933030395187E17
-9.85046444355478,-1.7228900853690712,291.00152755649435,1.22916697563461325E18,2.14799504786009293E18,-4.5134579694113048E16,2.14509587639606298E18,-1.23258579266491008E18,-5.426780121099444E16,7.1327514309565696E17,1.25314259974780646E18,1.92099838699562496E17,1.24728748025604173E18,-7.2022970966945792E17,2.30999862223324128E17,-6.9921915316726067E17,-1.23843721936244147E18,2.4894337579035856E17,-1.22615656167430579E18,7.1361949205061107E17,2.9938445566775456E17
-4.9664987897248265,-8.679509765629728,293.00160207144523,1.22254008936893312E18,2.13199754774073984E18,-7.3777154666322096E16,2.13585436867579827E18,-1.2247401581786263E18,6.709234279257671E13,7.4437162716257741E17,1.29838280468330112E18,2.9377459629217338E17,1.30662733826103424E18,-7.4908947404724109E17,-2.4006662039386647E14,-6.6142511023741235E17,-1.15376795388710067E18,4.0264598843446253E17,-1.16928015881603507E18,6.7027273089773005E17,-3.1784732862292444E14
-3.396405743786883,-9.405553041877521,292.0015648139698,1.22691580876112102E18,2.13810652539902566E18,-7.1092797526541704E16,2.14250481907098445E18,-1.22768115127190656E18,1.250514360806688E16,7.3101679911048666E17,1.27192380271462374E18,2.9265188792175878E17,1.28109013774086374E18,-7.3263484237790874E17,-5.1447107230487352E16,-6.8473782728846118E17,-1.18815065281843635E18,3.9011696972716653E17,-1.20626575014311757E18,6.8787300604230822E17,-6.857329238417124E16
-3.39451186408056,-9.406236718508437,290.0016389836516,1.23398763522607078E18,2.15042124735593088E18,-6.792697861120436E16,2.15486693741434138E18,-1.23475924157528858E18,1.196244630106745E16,7.0074114511378035E17,1.21923974839338598E18,2.9907204631872416E17,1.22803729675624269E18,-7.0229097906088051E17,-5.2638643180111544E16,-7.2453165802174733E17,-1.25721019010133325E18,3.7664913205062253E17,-1.27633483851218125E18,7.2783344340617331E17,-6.628616559428796E16
-9.406236718508437,-3.394511864080559,290.00163898365156,1.2322619524739287E18,2.15343099197737446E18,-5.2582664185326712E16,2.15185747987527603E18,-1.23648516304705254E18,-4.463597738374348E16,6.9733518377338074E17,1.2251821074608192E18,2.31493855872868448E17,1.22209590864328115E18,-7.0569731239537958E17,1.96534444877160288E17,-7.1709281221483059E17,-1.27018681652451507E18,2.915288232433936E17,-1.26335874419413837E18,7.3527340065139213E17,2.47525564613473696E17
-8.678942879565566,-4.96748935512077,290.9998309236517,1.22864024050367309E18,2.1465776931931031E18,-6.088559711672756E16,2.14653459015614234E18,-1.23312484211272397E18,-3.5700148646892548E16,7.1217010943894413E17,1.25020411850679219E18,2.59166194462818528E17,1.25013680642981606E18,-7.212834664136567E17,1.5198554539285328E17,-6.9700268643227891E17,-1.23246965367403955E18,3.3584526789212269E17,-1.23224432470172979E18,7.159061230092727E17,1.969721405005752E17
-7.671690363756016,-6.414449856585759,292.3347172603504,1.2239916926469568E18,2.13744608203252659E18,-6.8212583067225192E16,2.13894567521067392E18,-1.2281856353279785E18,-2.5192508826007684E16,7.324000490658551E17,1.28361872260556621E18,2.77685558291770592E17,1.28678377298312883E18,-7.4122028523568346E17,1.02579285744682E17,-6.7095056504905485E17,-1.18233536134170624E18,3.736156185458448E17,-1.188435352746336E18,6.881056870323529E17,1.38032788807429632E17
-6.414390757666539,-7.6717397771276135,291.66956597876595,1.2267842446999255E18,2.14095371009740672E18,-7.0549721869492672E16,2.14383198490994893E18,-1.2302059355909184E18,-1.2527185528023358E16,7.2329933870859584E17,1.26483421752489395E18,2.936440259845801E17,1.27078818899431936E18,-7.303801159577801E17,5.2165314639730528E16,-6.8591823261566528E17,-1.20295922835075456E18,3.8780352835957997E17,-1.2148887501606208E18,7.0012424442278554E17,6.89042846287982E16
-4.9674893551207635,-8.678942879565566,290.99983092365164,1.22977004853781274E18,2.14460678962551987E18,-7.057929149692356E16,2.14850512229850112E18,-1.23199483498565632E18,5.616144501888818E13,7.1445940964853542E17,1.24621030115562061E18,3.0044463701461242E17,1.25412978969079322E18,-7.1899369543277056E17,-2.121450932689865E14,-7.0177053855533517E17,-1.22414891670188058E18,3.8934497317327213E17,-1.24056354374021658E18,7.1113769748262042E17,-2.6499298202890722E14
-7.671317730086062,-6.414895500635007,290.33682511412155,1.23109072835233178E18,2.14985725184982144E18,-6.520927908573468E16,2.15137352178959437E18,-1.23532968904873702E18,-2.4079061700898064E16,7.0240797260950618E17,1.23105964702342144E18,2.8385238421986192E17,1.23409933036840934E18,-7.1087584280796557E17,1.0483860705307944E17,-7.1053564368974579E17,-1.25205984815429197E18,3.6093794601877766E17,-1.2585084498941888E18,7.2865913602974682E17,1.33325094859475344E17
-8.679149465330878,-4.9671284016468435,289.07018251655154,1.2352940720684864E18,2.15822040353484877E18,-5.8197481971179328E16,2.15817675208258074E18,-1.23982301309547315E18,-3.412726347315574E16,6.8280446585801165E17,1.19866031010553523E18,2.64484515128381344E17,1.19859595009186637E18,-6.9155019486125363E17,1.55119290885187712E17,-7.3433523910666432E17,-1.29844313669356928E18,3.2417452762118906E17,-1.29820738454023091E18,7.5420656208034163E17,1.9014529259600976E17
-6.414495079362331,-7.67165255188453,289.6711804853906,1.23378254688053939E18,2.15317445472804659E18,-6.7384058250368824E16,2.15608284931047194E18,-1.23724039723727078E18,-1.1966084040928194E16,6.9304891508219584E17,1.21193764062466688E18,3.0002368274084448E17,1.21764888874770739E18,-6.9984084892120768E17,5.3303627976074792E16,-7.2514298196775232E17,-1.2717379573290985E18,3.742447083275303E17,-1.28431947140188774E18,7.401285833052169E17,6.6501728376269576E16
-7.671267499737552,-6.414955568627918,288.3442160908504,1.23785113915823283E18,2.16167612875066547E18,-6.2181917305848344E16,2.16320792785595008E18,-1.24213255282012954E18,-2.2960628853935616E16,6.7185246932024115E17,1.17751235045408947E18,2.8974305688302413E17,1.18042341837519744E18,-6.7995988494506202E17,1.07011802187229616E17,-7.4862016025253389E17,-1.31913959045823667E18,3.4760776861216102E17,-1.32592175254029594E18,7.676731721891657E17,1.28397674511546672E17
0,-9.999999999999998,290.00149029901877,1.23549497811823795E18,2.15068770812035712E18,-5.9833269698491128E16,2.15460211465621069E18,-1.23325289071158605E18,3.43110156537071E16,7.0371338789886656E17,1.21976128738953626E18,2.6344558546571776E17,1.2275090919169047E18,-6.9931419233739354E17,-1.51031732599310304E17,-7.3103164355846669E17,-1.25835687504971187E18,3.3178692443955565E17,-1.27519480861276544E18,7.2133889382775181E17,-1.90205907862261792E17
-1.7230550712143116,-9.85043558537198,289.00145304154324,1.23818348108398771E18,2.15637037099449139E18,-6.3328069645920264E16,2.16083653725254118E18,-1.23739788215274522E18,2.2936739868578212E16,6.8685520066609242E17,1.19247057886373914E18,2.8850194245798406E17,1.20107488726525107E18,-6.8537201988889254E17,-1.04457479353643056E17,-7.4733365758461094E17,-1.29082777076582016E18,3.5291206431106208E17,-1.31043522232436864E18,7.4385196832662003E17,-1.27774669465578704E17
-4.967636493428661,-8.678858661664894,289.0036309804985,1.23665946298385536E18,2.15662174379860864E18,-6.7357303494510408E16,2.1605594936137367E18,-1.2389072183761257E18,5.255343812148678E13,6.8397437287300506E17,1.19303750204784205E18,3.0682433745288877E17,1.20062617672869683E18,-6.8832037645758554E17,-2.1142244863356466E14,-7.4061873848868339E17,-1.29191752134094822E18,3.753474785865065E17,-1.30919801226758733E18,7.5048309958639066E17,-2.499408902016911E14
-3.396662144179278,-9.405460450094902,288.00160163149144,1.24073455359426534E18,2.16217413528471526E18,-6.4733848963313272E16,2.1666636523041216E18,-1.24151627910910234E18,1.1384777224517586E16,6.6981389784477965E17,1.16543176840974106E18,3.05244526238264E17,1.1738473071573312E18,-6.7130203264451392E17,-5.3652647457573472E16,-7.6288765425989696E17,-1.3237894447141929E18,3.6249382551683782E17,-1.34388379976941952E18,7.6636885446087386E17,-6.3708219285167288E16
-9.999999999999998,0,290.00149029901877,1.23325276076688973E18,2.15459810453233741E18,-3.4309357897750948E16,2.15069164457931597E18,-1.23549515540470502E18,-5.9835893561773272E16,6.9928823675557069E17,1.22748048461157888E18,1.5103534865876416E17,1.2197896389236288E18,-7.0373961546702438E17,2.63444929282973216E17,-7.2136550544464742E17,-1.27521893248769638E18,1.90197967376524544E17,-1.25833266681748608E18,7.3100478276071987E17,3.3179186668334669E17
-9.85043558537198,-1.7230550712143116,289.00145304154324,1.23606341953766298E18,2.16006741237958451E18,-4.3070786139041248E16,2.15713941577446272E18,-1.23951787127179494E18,-5.1784543126671288E16,6.8278145109603123E17,1.19957664146958464E18,1.96192231904221696E17,1.19396901305795558E18,-6.8944593252569152E17,2.35912697691960992E17,-7.380079904597833E17,-1.30709370949463014E18,2.39980005178027296E17,-1.29416833892712883E18,7.5317660068786893E17,2.8859328955478573E17
-9.405460450094902,-3.3966621441792832,288.0016016314915,1.2389924603423936E18,2.1652123371282327E18,-5.0118656854971904E16,2.16362557623424742E18,-1.24325842037820032E18,-4.2524731418935256E16,6.6655732842060646E17,1.17111400859520794E18,2.36307501964350304E17,1.16816628821957222E18,-6.7455952164336026E17,2.00528503742294496E17,-7.5507485564462477E17,-1.33741687050789402E18,2.80616514213196256E17,-1.33025569116303667E18,7.7418058857059379E17,2.38150522246855136E17
-8.680064605431081,-4.965529019706014,287.14343258722374,1.24163681362696832E18,2.16931941197073792E18,-5.5483436849820536E16,2.16927402725721702E18,-1.24620806977678618E18,-3.2549548645699108E16,6.5289878986509965E17,1.14616852166855437E18,2.69549646372144128E17,1.1461050373394528E18,-6.6126894291541312E17,1.58156577525219104E17,-7.7026277733325005E17,-1.36193750388116506E18,3.1192669947447603E17,-1.36168604794710502E18,7.910666092364553E17,1.8303832736904816E17
-6.413936425360466,-7.672119624421545,287.68175146176134,1.24042907873828685E18,2.16478009732150963E18,-6.4202231906067584E16,2.16771774319184282E18,-1.24392051232660787E18,-1.1396231643240336E16,6.6230095557188621E17,1.15817049611260698E18,3.0610851222396928E17,1.16363454373644467E18,-6.6879738559896371E17,5.4361759925416968E16,-7.6277257199320563E17,-1.33771307794735283E18,3.6004857820457395E17,-1.35092460656829158E18,7.785013893670327E17,6.395189400485152E16
-4.968735600189121,-8.67822945855969,287.0015640446145,1.24324345999489357E18,2.16810452531005619E18,-6.4093168783592256E16,2.17208061787133466E18,-1.24551428733852672E18,4.180116245189806E13,6.5276825815915635E17,1.13860723905914406E18,3.1294731004684998E17,1.14585628636679846E18,-6.5692230947759885E17,-1.7607521879285484E14,-7.7811279195681344E17,-1.3573263742212503E18,3.605944280310009E17,-1.37544857585150234E18,7.8846333689073907E17,-1.941480900088215E14
0,-9.999999999999998,288.0014157840678,1.24225803169702298E18,2.16244281523951411E18,-5.7018514418908096E16,2.16639660481185408E18,-1.23999386880658765E18,3.2696808348615652E16,6.7265957968405952E17,1.1659279270688576E18,2.6887291308732144E17,1.17334118215387546E18,-6.6845114363916787E17,-1.5414257464217936E17,-7.6972081250476941E17,-1.32499332229509914E18,3.1930818043255866E17,-1.34268818244585293E18,7.5954092785207462E17,-1.83050256467834912E17
-3.396761026383849,-9.405424739459654,286.00134153967304,1.24715612933655014E18,2.17335855617084954E18,-6.1507697887725672E16,2.17789050761611494E18,-1.24794554475424947E18,1.0816895972680152E16,6.3826833892250918E17,1.11054193664501158E18,3.1113028346400896E17,1.11856957983382285E18,-6.3968819247199936E17,-5.468415410959648E16,-7.9974253540131123E17,-1.38775978551452083E18,3.4764363836395142E17,-1.40878708676262323E18,8.0338922013133658E17,-6.1096641767835128E16
-1.7232615380702963,-9.850399467605747,287.0013785265923,1.24477592407179238E18,2.16783866222234138E18,-6.0263000012771128E16,2.17234881385423437E18,-1.2439829868681943E18,2.1825003872613636E16,6.5555007841748134E17,1.13811697456009459E18,2.9425668387571814E17,1.14633706423754048E18,-6.5413407319375757E17,-1.06533871073107504E17,-7.8511518107265062E17,-1.35611125294910157E18,3.3906267061791763E17,-1.37667624103551514E18,7.8146825297028211E17,-1.2275041746465784E17
-7.6700756423888,-6.416380571633359,286.3857533876098,1.24418155796369536E18,2.17274175726210842E18,-5.9182176404767288E16,2.17428962279897062E18,-1.24850188022158106E18,-2.1840452019531972E16,6.4122231692481024E17,1.12383096025599654E18,2.9529844499061139E17,1.12661545301181146E18,-6.489659336072704E17,1.09001199960445072E17,-7.8462452724464832E17,-1.38254879707587994E18,3.338936101944519E17,-1.38965340105300506E18,8.0455294262555558E17,1.23260779532558976E17
0,-9.999999999999998,286.0013412691169,1.24869343773138304E18,2.1736289269710569E18,-5.4176488768679736E16,2.17761983698791706E18,-1.24640840786763341E18,3.1067117267128972E16,6.409839864733856E17,1.11102024675188237E18,2.740560333498504E17,1.1180910208666423E18,-6.3697267795501862E17,-1.571149898229656E17,-8.0689127973524902E17,-1.38901430899388723E18,3.062224166975079E17,-1.4075303093959063E18,7.9624138891453888E17,-1.75550280512167328E17
-9.850399467605747,-1.7232615380702982,287.0013785265923,1.24263544274963072E18,2.17157168683006336E18,-4.0986829121938408E16,2.16861598186789299E18,-1.24612358837691162E18,-4.9276993066769736E16,6.5165883322950643E17,1.14490457119300416E18,2.0010777474417152E17,1.13954915906412506E18,-6.5802605487320538E17,2.40611212106962176E17,-7.7533829382229414E17,-1.37316824479936486E18,2.30563827126928512E17,-1.35962140462452736E18,7.912448680955127E17,2.77258616718665632E17
-9.999999999999998,0,288.0014157840678,1.23999341875227162E18,2.1663922201511977E18,-3.2695202148918196E16,2.16244712470959437E18,-1.24225851945264717E18,-5.7021097407911176E16,6.6842511040547238E17,1.17331277298706662E18,1.54146057727891168E17,1.16595606924273331E18,-6.7268584991470899E17,2.68872490586326624E17,-7.5956588588520435E17,-1.3427103685748759E18,1.8304237218230672E17,-1.32497105968022707E18,7.6969560197183091E17,3.1931322706725709E17
