% Model,cyl_test.mph
% Version,COMSOL 6.1.0.252
% Date,"May 11 2023, 15:33"
% Dimension,3
% Nodes,9072
% Expressions,18
% Description,"Displacement field, X-component, Displacement field, Y-component, Displacement field, Z-component"
% Length unit,nm
% X,Y,Z,u (nm) @ lambda=1,v (nm) @ lambda=1,w (nm) @ lambda=1,u (nm) @ lambda=2,v (nm) @ lambda=2,w (nm) @ lambda=2,u (nm) @ lambda=3,v (nm) @ lambda=3,w (nm) @ lambda=3,u (nm) @ lambda=4,v (nm) @ lambda=4,w (nm) @ lambda=4,u (nm) @ lambda=5,v (nm) @ lambda=5,w (nm) @ lambda=5,u (nm) @ lambda=6,v (nm) @ lambda=6,w (nm) @ lambda=6
0,9.999999999999998,400.00558862132095,5.3504661011483383E8,9.338166945751945E8,1.439481134015536E8,9.330499200664932E8,-5.3545570906655675E8,-8.254364749555697E7,1.0424301300069962E9,1.8103059218236392E9,1.7980915085646573E8,1.8182782515466325E9,-1.0378484206734103E9,-1.0308973481873347E8,1.300307090404167E9,2.2436572799666324E9,2.810218603378734E7,2.268294992364992E9,-1.2861892026114542E9,-1.6119994350233609E7
0,9.999999999999998,398.00551410636996,5.517809776911784E8,9.628766503117312E8,1.4443259715529457E8,9.622334740885572E8,-5.521195816159621E8,-8.282168640893011E7,1.0633140546060714E9,1.8463557202606614E9,1.7392777950624058E8,1.854708284922427E9,-1.0585176659698428E9,-9.971821636723359E7,1.3028967819260414E9,2.24792796224782E9,1.019154504107216E7,2.2728185672384815E9,-1.288640584022031E9,-5852130.780227199
-9.850399547941306,1.723261078861138,397.00547684889443,5.603836992450519E8,9.768419593045698E8,-5.677360555909181E7,9.774570090751461E8,-5.602541259592651E8,-1.5677186215640488E8,1.070191734952077E9,1.8730390446373618E9,-6.705194605825738E7,1.8633492840181687E9,-1.0718913010884765E9,-1.8522058630095878E8,1.293730833193331E9,2.275349494978216E9,-453017.6302422183,2.2470042369842744E9,-1.2987288007057855E9,-1289174.8908609299
-3.3967603940169857,9.405424967838377,398.00551411388534,5.516233520198563E8,9.62691249169649E8,1.0771310871196325E8,9.624190138733658E8,-5.522770994131327E8,-1.2695777363374595E8,1.0654299827976161E9,1.84884962756717E9,1.2971704377262454E8,1.8522146254158344E9,-1.0564018916874744E9,-1.5287027914473093E8,1.3092003276824515E9,2.255354386255038E9,7601360.480507956,2.2653918958457875E9,-1.282338197174302E9,-8969668.786253886
-1.723261078861138,9.850399547941306,397.00547684889443,5.60081448806115E8,9.77369285946019E8,1.2818540114658213E8,9.769295491416756E8,-5.605564815408458E8,-1.0662639158150186E8,1.0747957151784515E9,1.8650093948860743E9,1.5144908816078982E8,1.8713783982815697E9,-1.0672875469140056E9,-1.2595875300773127E8,1.3072022903952236E9,2.251850712827435E9,1044165.7078219616,2.2705020242295356E9,-1.285257288109815E9,-879586.2665184595
-3.3967610263839494,9.405424739459619,396.00544068867447,5.684376954485526E8,9.918742233090059E8,1.0800884353103189E8,9.916518202342557E8,-5.689597110507251E8,-1.273064827865119E8,1.0856970961401644E9,1.8837843424815319E9,1.2513278667445184E8,1.8872980389399831E9,-1.0762766261920283E9,-1.4746789464258865E8,1.309687427232848E9,2.2559864944545627E9,-5871344.607270644,2.2661018654536247E9,-1.2826208729831111E9,6906866.05034998
-1.7232622978535117,9.850399334686722,395.00540233394355,5.769041192879933E8,1.0065679148973013E9,1.2849832871395107E8,1.006219614744236E9,-5.772724778170847E8,-1.0688690062902868E8,1.0946582028657405E9,1.8992477918510592E9,1.4588674716319883E8,1.9058867427568314E9,-1.0868374336041737E9,-1.2133302890123938E8,1.3065816667256749E9,2.250585256234785E9,-1.5022358079819182E7,2.269361185529148E9,-1.2844977117351809E9,1.2481559607451843E7
-7.672057763153146,6.41401042085539,397.6759690276261,5.544499634842614E8,9.67149965875002E8,2.911352868530908E7,9.675744668960403E8,-5.5496347423065E8,-1.6401267750198615E8,1.0679882299164113E9,1.8595059141217182E9,3.485884575581048E7,1.8532676212261474E9,-1.0605566415708073E9,-1.9627325567206168E8,1.3069711813547308E9,2.269970674884701E9,1461261.0801450552,2.2515116408112063E9,-1.2849892500059888E9,-8215637.236861928
-9.40542473945962,3.3967610263839467,396.0054406886744,5.686579674098068E8,9.914901041558133E8,-2.8914621481338877E7,9.920358995675077E8,-5.687393095224367E8,-1.6442900310355452E8,1.0818519350657752E9,1.890490249161671E9,-3.34751720633795E7,1.8805917781492386E9,-1.0801212985971243E9,-1.9048689263593712E8,1.2986305717624853E9,2.2752711800849366E9,1578201.1311020637,2.2468169181563363E9,-1.2936771578637326E9,8923461.232077764
-6.414770799457998,7.6714220057575355,396.34599202416433,5.655702090062324E8,9.866945264517239E8,5.780717804121526E7,9.868746405024832E8,-5.661176761894606E8,-1.5654912012340823E8,1.082322762997411E9,1.8813449126196082E9,6.74361663889973E7,1.87799417414766E9,-1.0729187617868527E9,-1.8257732105985925E8,1.3098306164921744E9,2.266034551053309E9,-1909472.067421756,2.256353740899055E9,-1.2826502242388537E9,5163468.328486138
-4.964996866071444,8.680369008279584,395.14712842094326,5.756496583998356E8,1.0043328232965053E9,8.456786471555866E7,1.0043060157006432E9,-5.761479193795761E8,-1.4414070710797322E8,1.0944903799699528E9,1.900116527379905E9,9.629836251295565E7,1.9002324517432768E9,-1.084261194751304E9,-1.6410561161862907E8,1.310140243159322E9,2.260013154995464E9,-9137215.124998363,2.2603521224565043E9,-1.2811783177169774E9,1.5558418492427772E7
-7.672317968770084,6.413699165543056,395.6827073718438,5.712021608576213E8,9.963155407724153E8,2.9183542355420973E7,9.966500608108424E8,-5.716081016457654E8,-1.6444683951761934E8,1.0880316619265425E9,1.8943237720963058E9,3.360776726266083E7,1.887818430519447E9,-1.080282766997326E9,-1.8927613924934867E8,1.307083235233742E9,2.270097840980969E9,-2171781.5612829137,2.2515052858692975E9,-1.2849468499078634E9,1.2238233427716324E7
-8.679253387996589,4.966946811367094,395.00410608472635,5.769824656427511E8,1.0062038853378822E9,-143090.48687768332,1.0066216453647537E9,-5.77215827331117E8,-1.671429815108476E8,1.0933060393246567E9,1.9070396947929776E9,-142778.23845425004,1.898139121368396E9,-1.0882153534354708E9,-1.8974742604536393E8,1.3027230078283293E9,2.272545911035606E9,20538.98677541984,2.247397932466026E9,-1.2883562233610058E9,1.953761225025257E7
-7.673173748653282,6.412675309336823,393.6966975507543,5.879302562523459E8,1.0254398954104589E9,2.9220519658895183E7,1.0256855104156102E9,-5.882300848738651E8,-1.6478437941888928E8,1.1072645947137766E9,1.9277353942061226E9,3.2293552005961824E7,1.9209719770744686E9,-1.0992115323798654E9,-1.8202006726846147E8,1.3050421024094589E9,2.266494708659762E9,-5809342.521558154,2.2478071154758534E9,-1.2828016675592606E9,3.274284465809072E7
-6.416792207321389,7.669731270915525,394.3754595134588,5.821688240185937E8,1.0155508512430334E9,5.7893732380051814E7,1.0156849152294272E9,-5.825862662061292E8,-1.5691085586370966E8,1.101690380514453E9,1.9148698105455406E9,6.488827864114953E7,1.911380203576944E9,-1.091911183823142E9,-1.7582155809943804E8,1.3085394457370622E9,2.2636892731918063E9,-9049702.105162142,2.2539423605065994E9,-1.2812146700355546E9,2.4512883524183992E7
0,10,396.005439591419,5.685642616375648E8,9.920232437926353E8,1.4482951818821156E8,9.915026237793671E8,-5.688330181310376E8,-8.304920953463088E7,1.0834884079738648E9,1.8811809420656624E9,1.6778189725168583E8,1.88989981749345E9,-1.078484623401414E9,-9.619483398561774E7,1.3033351706466925E9,2.248500895319465E9,-7873039.7617933275,2.2735846801515956E9,-1.288972080901513E9,4502645.961464726
0,9.999999999999998,394.005365076468,5.853867657436205E8,1.0212391420142905E9,1.4513907295679012E8,1.0208400993473438E9,-5.855862909038228E8,-8.322657344447315E7,1.1029232641081991E9,1.914731117147267E9,1.6137804308146608E8,1.923802150748621E9,-1.097720340458861E9,-9.252273379257011E7,1.301604780551571E9,2.245352754328483E9,-2.6054932935342867E7,2.270570382603744E9,-1.287169428815053E9,1.4926316357970593E7
-1.7232622811549287,9.850399337608026,391.0052533040415,6.106417750595431E8,1.0651290407683153E9,1.288940428714533E8,1.0649610728082829E9,-6.107987211550466E8,-1.0721611890867986E8,1.1320869426552002E9,1.9637623759516342E9,1.3409952354707308E8,1.970911040868327E9,-1.1236733455136995E9,-1.1153001236951363E8,1.2987855170805533E9,2.2368115133779845E9,-4.737385667480833E7,2.255710156392862E9,-1.2765710953147395E9,3.938513206408543E7
0,9.999999999999998,392.0052905615171,6.022384030312729E8,1.0505066888728465E9,1.45362400515764E8,1.0502282682121869E9,-6.023691142759882E8,-8.335457760140051E7,1.1215897601572437E9,1.9469497040763075E9,1.5472721730405882E8,1.9563636832566602E9,-1.1161930459712725E9,-8.870965379172057E7,1.297696810600796E9,2.238452393187609E9,-4.431149194784123E7,2.2637566342812676E9,-1.2832172233586137E9,2.5391781566483945E7
0,9.999999999999998,390.0052160465661,6.191091547213444E8,1.0798083514578218E9,1.4549979790977332E8,1.0796499092226562E9,-6.1917153916737E8,-8.343363475487457E7,1.139458465873763E9,1.9777923010038242E9,1.4783737745007524E8,1.9875349453107054E9,-1.133876026763847E9,-8.476041224577858E7,1.2916027194015238E9,2.227802000512711E9,-6.2603752376074314E7,2.253131614989063E9,-1.277112748936528E9,3.587762324984136E7
-9.850399334686722,1.7232622978535181,395.0054023339435,5.771408848981314E8,1.0061553680861349E9,-5.691213381439791E7,1.0066323616250843E9,-5.770356552532021E8,-1.571550297164857E8,1.0898620846165087E9,1.9076149711255095E9,-6.459000715885561E7,1.8975196751517384E9,-1.09163415187546E9,-1.7842032226351103E8,1.293024200537494E9,2.274236907470943E9,6656968.7844197815,2.245708948176677E9,-1.298057008571995E9,1.835597229614089E7
-9.405860435450323,3.395554368410292,394.0050298294701,5.854607701464745E8,1.0208404104204388E9,-2.899765721736321E7,1.0212487126160713E9,-5.855178560967618E8,-1.6477688775324383E8,1.101223693192786E9,1.9244201381835606E9,-3.2221105861703824E7,1.9141246349287302E9,-1.0994263544111872E9,-1.832119075481715E8,1.2968723947864027E9,2.2722622292543087E9,5209064.723413737,2.2436606686479163E9,-1.291901812465698E9,2.956708049783885E7
-9.850464443554781,1.722890085369051,393.0053278189926,5.939324796220967E8,1.0355282744026746E9,-5.702273542056459E7,1.0358683129656676E9,-5.938516595173435E8,-1.5744174536340463E8,1.1087816592275171E9,1.9408751708447316E9,-6.203411828842556E7,1.9303880621485412E9,-1.110625695874828E9,-1.7134197297408703E8,1.2901621082960055E9,2.2693297174600987E9,1.3811093142266022E7,2.2406809601205235E9,-1.295222233257904E9,3.810939459037263E7
-3.395554368410269,9.40586043545033,394.0050298294702,5.852937891740752E8,1.021131188389273E9,1.08256251137621E8,1.0209578547072657E9,-5.856849482409054E8,-1.2756451965108763E8,1.1052232529975958E9,1.9174424037893984E9,1.2037517496371187E8,1.9211024286795995E9,-1.0954268564860132E9,-1.4182308354893377E8,1.3079875954368112E9,2.2528716739653773E9,-1.9435477850203767E7,2.2630517097948155E9,-1.280786236026517E9,2.288476323367166E7
-1.7228900853690414,9.850464443554783,393.00532781899255,5.937611405486122E8,1.035827055558251E9,1.2873828677138086E8,1.0355693108999375E9,-5.940230658485988E8,-1.0707838966288644E8,1.113765394775732E9,1.9321817613923168E9,1.4010435654194525E8,1.939081530234307E9,-1.105641734790101E9,-1.1651563284046696E8,1.303778607143216E9,2.245575595920075E9,-3.117688259956826E7,2.26443638705813E9,-1.2816047486506555E9,2.5912892868556645E7
-8.679375857685857,4.966732801452068,393.00445249973984,5.938173628988212E8,1.0355625445613967E9,-147589.62349828167,1.0358596103559328E9,-5.939815097298068E8,-1.6745053896699354E8,1.1123554725827863E9,1.9402688303340814E9,-141757.5230955611,1.9310235963696861E9,-1.1070684499923747E9,-1.8222533809444264E8,1.299902527144868E9,2.2676301802604146E9,36714.09857399359,2.2423773219418755E9,-1.2854793083461237E9,4.053927910256972E7
-9.850399337608026,1.7232622811549287,391.00525330404145,6.107484655923524E8,1.0649431995891886E9,-5.708715554249335E7,1.0651471578631858E9,-6.106918660215656E8,-1.576390498752396E8,1.126925428118127E9,1.972767371008886E9,-5.936961332438976E7,1.9619063404927337E9,-1.128836084424772E9,-1.6400383424654865E8,1.2851459840086854E9,2.2606087165628E9,2.098116179193246E7,2.231912665636314E9,-1.2902152475425036E9,5.792315260025329E7
-3.39461852517908,9.406198226090655,392.00562598187116,6.021702730392271E8,1.0504247979292864E9,1.0843544959117286E8,1.050300084075399E9,-6.024315029793779E8,-1.2775045907565384E8,1.1239694907125938E9,1.9497502894459732E9,1.1543016076244427E8,1.953552449767765E9,-1.113806239056264E9,-1.3597069414063478E8,1.304101147994933E9,2.245994143014714E9,-3.305098091368094E7,2.2562193549380136E9,-1.2768127516376503E9,3.89174844740055E7
-8.679511727694225,4.966495360797027,389.0048447153599,6.275515568616837E8,1.0943929994678152E9,-152389.0434003187,1.0944516171299794E9,-6.275798782537252E8,-1.6776713782636622E8,1.1480805517224157E9,2.0025854769916036E9,-133349.8706535855,1.992690838005684E9,-1.1424248605198882E9,-1.6634434884574708E8,1.2877155567698896E9,2.2463711075496297E9,71234.03931064675,2.221079120045074E9,-1.273273283243419E9,8.269357986463146E7
-8.67967637765849,4.966207605317886,391.00709256081115,6.106566702418319E8,1.0649291433437995E9,-157959.72877586796,1.0651068585366527E9,-6.107526967345945E8,-1.6765767936532733E8,1.1306010641935308E9,1.9720955541227791E9,-146148.44802893026,1.9625198144723911E9,-1.1251264674386053E9,-1.7442977973666322E8,1.294908592698039E9,2.2589203972934756E9,56645.27944321208,2.2336194989001255E9,-1.2804603436637414E9,6.157903351569603E7
-7.673165035361191,6.412685735330439,389.6988294411707,6.21676194631014E8,1.0841945140698335E9,2.9288457468049172E7,1.0842632753018453E9,-6.217651601536037E8,-1.6516384488961264E8,1.1436357098473234E9,1.9909134058057597E9,2.9555322999155197E7,1.9836648834447162E9,-1.1350031006407964E9,-1.6657564776007292E8,1.2943867598091495E9,2.247875245351992E9,-1.316792396538403E7,2.2291349622170606E9,-1.2720803203802357E9,7.421684925576329E7
-4.965113354909619,8.680302377964615,393.17732729460954,5.922654227592975E8,1.0331885509888641E9,8.472311593697833E7,1.0331638221597518E9,-5.926262945827713E8,-1.4440916971530855E8,1.1134147789905488E9,1.932778946226362E9,9.25580506533211E7,1.9329022012098715E9,-1.1027925627788322E9,-1.577343678449885E8,1.3075650473041286E9,2.2554083689250164E9,-1.960279368515322E7,2.2557529108405004E9,-1.2784794646027956E9,3.33937103746699E7
-6.418482814891809,7.6683165267833395,392.39417662519725,5.98887924122695E8,1.0446176034036518E9,5.795352564306448E7,1.0447060362188991E9,-5.991760456840476E8,-1.5718049976667097E8,1.120413415550744E9,1.947277145913002E9,6.224015337473679E7,1.9436542831511192E9,-1.1102693102149267E9,-1.6876220075385687E8,1.3050976744714487E9,2.257629535232639E9,-1.62516028654266E7,2.247839136887888E9,-1.2776815038406286E9,4.4056437325984925E7
-4.9661517983690135,8.679708308206914,391.1365433967166,6.095049844651641E8,1.0631290823144454E9,8.481649019795527E7,1.0631060990160829E9,-6.097249497082658E8,-1.44608906984254E8,1.132217625976189E9,1.9652347518606155E9,8.851877371080889E7,1.9653605897136395E9,-1.1212052204403837E9,-1.5089445842140386E8,1.3026473370210474E9,2.246780433529543E9,-3.0475642850970637E7,2.247120224927711E9,-1.2735018166569269E9,5.193566316169023E7
-7.674417559757749,6.411186716863104,391.7140760138882,6.046568350091993E8,1.0545620180346271E9,2.9231062569142472E7,1.0547197328249882E9,-6.048515791739608E8,-1.650269284816515E8,1.1257019197157373E9,1.9597651808101313E9,3.0926719834149603E7,1.9527527867931435E9,-1.117357700596701E9,-1.7450078921434417E8,1.3008507439291697E9,2.259164597203667E9,-9444532.420608914,2.240420141516804E9,-1.2785586000169313E9,5.3298412575067244E7
-6.419638647536481,7.667348931348823,390.4052795365592,6.156921289603888E8,1.0738328277254064E9,5.799100192671127E7,1.0738754247486439E9,-6.158509967783159E8,-1.573554550851891E8,1.1384248854168892E9,1.978450493020077E9,5.950079181604227E7,1.9746994818346603E9,-1.1279284794707053E9,-1.614104932424065E8,1.2994742508653383E9,2.2478034999356074E9,-2.3498226021584E7,2.237995308980848E9,-1.2720295399920206E9,6.373145041652996E7
-7.6717871991580955,6.414334039542525,387.67673658061585,6.387611849871885E8,1.1139418057630293E9,2.9331808871798303E7,1.1139221154815254E9,-6.387448309376545E8,-1.6520237266334406E8,1.1607839565885599E9,2.0206943979723623E9,2.8132751518314194E7,2.013217457303192E9,-1.151870868656862E9,-1.5836065454688695E8,1.2856639334439008E9,2.2326623436302953E9,-1.6910911698184546E7,2.213964112430277E9,-1.2633860349081075E9,9.519097936414146E7
-6.416092739802886,7.6703164181309145,388.3849472397903,6.327729175368108E8,1.1035301718722763E9,5.809158761305451E7,1.1035265103069093E9,-6.328018575301634E8,-1.574037413480961E8,1.1558901643053267E9,2.0086672479777691E9,5.6722526791984685E7,2.0048042798616884E9,-1.145045733884681E9,-1.536533415300469E8,1.291539301064772E9,2.2339594058773694E9,-3.090436935288393E7,2.2241881732873445E9,-1.2641135974269161E9,8.370247585357876E7
-9.40619822609065,3.394618525179085,392.005625981871,6.022839790901061E8,1.0502262459849015E9,-2.9058611703295138E7,1.0504985542835652E9,-6.023176813028995E8,-1.6502716278405884E8,1.1198183371658885E9,1.9569907905387523E9,-3.0911015151550036E7,1.9463118677214038E9,-1.1179575557126572E9,-1.756610426953198E8,1.2929473827326145E9,2.265452338468921E9,8856913.74212004,2.2367619548922825E9,-1.2879674504655619E9,5.028162900677925E7
-4.965561152778363,8.680046223265082,389.14907472048924,6.26308971443921E8,1.092314136382534E9,8.488491736421716E7,1.092293070875018E9,-6.263927953035569E8,-1.447026691596475E8,1.1497162338793185E9,1.9954348366475601E9,8.447771498562707E7,1.9955690590785196E9,-1.1383392041038573E9,-1.439828013918035E8,1.2956537902879083E9,2.2345832348421254E9,-4.108522880969659E7,2.234931690111325E9,-1.2665161587310522E9,7.000768560757764E7
-3.3965836254669406,9.405488805756445,390.0048810215724,6.190770921956378E8,1.0797719089524012E9,1.085112580508759E8,1.0796960840622785E9,-6.192092884369006E8,-1.2789398521490397E8,1.1419280960031092E9,1.9807030440120661E9,1.1025991473144008E8,1.9846346059754288E9,-1.1314125052916574E9,-1.2993619528598769E8,1.2980126898405936E9,2.235353231473473E9,-4.669395785947988E7,2.245577745002563E9,-1.270700865896182E9,5.5008677043419026E7
-1.7228900853690414,9.850464443554783,389.0051787890907,6.275366510022645E8,1.0944567544693763E9,1.2898194458488534E8,1.094377847076195E9,-6.275891417038392E8,-1.0728108914380431E8,1.149596175206271E9,1.9939388948689148E9,1.2789468781485678E8,2.0013281543844357E9,-1.1409030173308032E9,-1.0636164480097032E8,1.2915982967361803E9,2.224280045742958E9,-6.358872659082732E7,2.2431778359148293E9,-1.269392024228694E9,5.286541482921857E7
0,9.999999999999998,388.0051415316152,6.359894193473798E8,1.1091274967422943E9,1.4555197885857537E8,1.1090878808589408E9,-6.359839662525123E8,-8.346358357666402E7,1.1565034217530854E9,2.0072111651324937E9,1.4071803620096576E8,2.017268122243849E9,-1.1507431761644924E9,-8.067857765849851E7,1.283322483914795E9,2.213394115824574E9,-8.089082653169493E7,2.2386919163110356E9,-1.2688555849742367E9,4.636152271542749E7
-9.405488805756447,3.396583625466946,390.00488102157243,6.191380997703729E8,1.0796659216698036E9,-2.9051626129265722E7,1.0798023717764044E9,-6.191483957425251E8,-1.6518983051525053E8,1.1376345766483707E9,1.988193026564288E9,-2.94986246329813E7,1.977146126148735E9,-1.1357068019339101E9,-1.6784266841325584E8,1.2868529308282804E9,2.2548203432125354E9,1.2498312080252336E7,2.226112568256246E9,-1.2818618956125586E9,7.106185332647537E7
-9.850464443554785,1.7228900853690348,389.0051787890907,6.27579208296405E8,1.0943826440516853E9,-5.7130612425703704E7,1.0944519829005105E9,-6.275465097857013E8,-1.577397526283971E8,1.1442615451581018E9,2.003244559160289E9,-5.6627470869097866E7,1.992021947658453E9,-1.146237884875387E9,-1.5640937448880824E8,1.2779595051411877E9,2.2480728212935123E9,2.8161484917126153E7,2.2193836589573216E9,-1.2830317239827368E9,7.774898920042676E7
-9.405553041877525,3.396405743786866,388.0051415316152,6.359931177047834E8,1.1091064412116835E9,-2.9065180292763863E7,1.109108745845974E9,-6.359800727579317E8,-1.6524865826226225E8,1.1546178547266543E9,2.017939811726991E9,-2.8081522977488402E7,2.006539248245599E9,-1.152628855631685E9,-1.597624139148233E8,1.278581364286949E9,2.240377479767448E9,1.6146696173831567E7,2.2117098727140756E9,-1.2735983889777677E9,9.181474742460825E7
-8.68103353107949,4.963834891721675,386.88136399953817,6.454740894290177E8,1.125648631693139E9,-204188.54732395828,1.125582213386213E9,-6.454310229131163E8,-1.6777606696748427E8,1.1656974927516673E9,2.0333226965183868E9,-175497.19035739682,2.0231021317396705E9,-1.1598637753480203E9,-1.5748852591240203E8,1.2776859813182771E9,2.228894861416818E9,120580.85778048569,2.2036661182745743E9,-1.2633000786409628E9,1.050463391184356E8
-9.850464443554781,1.722890085369043,387.00510427413974,6.444148246455331E8,1.1238301351142104E9,-5.7134535383693345E7,1.123765678731086E9,-6.444058676156553E8,-1.5775068673303995E8,1.1607659348276951E9,2.032260876872193E9,-5.378972414160978E7,2.0206922661686118E9,-1.1628052195784435E9,-1.485726640921736E8,1.2686106060263941E9,2.2317208179318414E9,3.533110405235183E7,2.2031053338017693E9,-1.2736746166838741E9,9.755161648635162E7
-8.680960920532481,4.963961874973244,384.906199801245,6.621391516783816E8,1.154711275276615E9,-201385.87085343475,1.154529671753089E9,-6.620302696054283E8,-1.6768686841843233E8,1.181213264074336E9,2.060386790912883E9,-163020.3015657023,2.0498784746633885E9,-1.175215396937207E9,-1.4900148596766642E8,1.266160451120078E9,2.208789138753041E9,141463.7108477098,2.183678644273533E9,-1.2518429071085732E9,1.2576271735766722E8
-7.672413420218598,6.413584981057752,385.68999181831714,6.55545475970236E8,1.1431656834394138E9,2.93064571360811E7,1.1430598049366162E9,-6.554264367294387E8,-1.6515381283001634E8,1.1767770209728854E9,2.0484754891158059E9,2.664126672441482E7,2.0407799973583095E9,-1.1676064699456937E9,-1.5005116188035274E8,1.2749055206703517E9,2.213940833200954E9,-2.0551177012298767E7,2.195315003601629E9,-1.2527208501104212E9,1.1574414497538213E8
-7.674831779049949,6.410690849142939,383.72789453203546,6.721101042927121E8,1.1720076274948673E9,2.9218978778716598E7,1.171817300371782E9,-6.718905091883327E8,-1.6502203831044984E8,1.1917168945989687E9,2.0744324182731845E9,2.5089953524931815E7,2.0665240282369301E9,-1.1823068870039513E9,-1.4162146003897083E8,1.2621647415689156E9,2.191796313392271E9,-2.4086491054500055E7,2.1732646590061755E9,-1.2401272036765869E9,1.359509347958777E8
-3.396405743786879,9.405553041877521,388.00514153161515,6.359844213021077E8,1.109121450029484E9,1.0855264176689844E8,1.109093751232908E9,-6.359888621063489E8,-1.279376223124464E8,1.1590490758207242E9,2.0102106588848264E9,1.0495424107628399E8,2.0142699618611023E9,-1.148198142574833E9,-1.2367810086650729E8,1.2897251909168205E9,2.220939019514751E9,-6.033052654201638E7,2.2311518977884254E9,-1.2624554027117884E9,7.107502551028462E7
-1.722890085369043,9.850464443554781,387.00510427413974,6.444359321760119E8,1.1237929716655028E9,1.2899084867638767E8,1.1238026338445575E9,-6.443846934360906E8,-1.0728882651653244E8,1.166266478092963E9,2.022666450044968E9,1.2148654639413859E8,2.0302874538482037E9,-1.157304299819834E9,-1.0103349490451248E8,1.2822181007304618E9,2.207986035452171E9,-7.978159601560931E7,2.226843191484449E9,-1.2600665552036607E9,6.633045966827565E7
0,9.999999999999998,386.00506701666427,6.528689190862325E8,1.1384466018005946E9,1.455197621761839E8,1.138525063966378E9,-6.527965983605393E8,-8.344527374163067E7,1.1726975812100258E9,2.035158864512254E9,1.3337918131885217E8,2.0455181310917718E9,-1.1667671724302256E9,-7.6471569621446E7,1.2728608468548357E9,2.19523300753608E9,-9.91317619209535E7,2.2204450891560893E9,-1.25844581863258E9,5.681822676982706E7
-6.41518555539973,7.671075171694688,386.34968573513123,6.499810775649662E8,1.1334494872529385E9,5.810338739799566E7,1.1333999084597778E9,-6.498800812627951E8,-1.5737843793229127E8,1.1726084173045254E9,2.037592803470815E9,5.3774725161085784E7,2.0336156394172814E9,-1.1614290096308272E9,-1.4561504970572594E8,1.2812779320897167E9,2.216109780325834E9,-3.833153794518442E7,2.2063791351169033E9,-1.2539358637482336E9,1.0378140395104259E8
-4.966652887602709,8.679421587529188,387.1396840663244,6.433032602287294E8,1.121830793032913E9,8.487591209745729E7,1.1218112711970603E9,-6.432502982908231E8,-1.4472927123095444E8,1.1665664257626083E9,2.0245140140469396E9,8.023167120895012E7,2.0246504172847235E9,-1.1548326702050762E9,-1.3678591225206575E8,1.2863760384540775E9,2.2184574346425533E9,-5.178433228440242E7,2.218801095612823E9,-1.2573034890419528E9,8.826697500692023E7
-3.3950439410368074,9.406044686180755,386.0052695500758,6.528922321510386E8,1.1384729118442914E9,1.0854717987712204E8,1.1384928264130638E9,-6.52769929388288E8,-1.2789400385930668E8,1.1753179414283578E9,2.038243087119984E9,9.949815681535685E7,2.042428787225911E9,-1.16414406093073E9,-1.1721518572398339E8,1.2792413881970358E9,2.202746473219439E9,-7.39473517689694E7,2.2129364610688205E9,-1.2520682344320228E9,8.709420577644278E7
-1.7231148916340546,9.850425121294455,385.0050297591887,6.613296278022633E8,1.1531209046646764E9,1.2892265104187681E8,1.153218267553976E9,-6.611758931866455E8,-1.0723705588003017E8,1.1820709088611965E9,2.0499011076842232E9,1.1488619550556588E8,2.0577417465626183E9,-1.1728531670092466E9,-9.55487429908713E7,1.2706490426127331E9,2.187940107416123E9,-9.591293518391196E7,2.206710746078419E9,-1.2486026671016223E9,7.97482792218964E7
0,10,384.0049925017133,6.697385848668104E8,1.1677491047779133E9,1.454040049009336E8,1.1679445271492627E9,-6.695994451592484E8,-8.337876875427543E7,1.1880168890462534E9,2.0615943993801095E9,1.258313991202687E8,2.072241553254444E9,-1.1819238351225302E9,-7.214380817476566E7,1.260223543655346E9,2.1733356773535404E9,-1.1728598120286135E8,2.198406043601029E9,-1.2458953288467064E9,6.72255548088697E7
-3.3966555981520625,9.40546281410661,384.00505831866127,6.697925673934398E8,1.1678124718514102E9,1.0843883786919765E8,1.1678798043282416E9,-6.695446173666034E8,-1.2781050023354541E8,1.1907116584305065E9,2.064768586449557E9,9.384702419416505E7,2.0690675410523703E9,-1.1792298668151038E9,-1.1059581811159693E8,1.2665691929390366E9,2.1808096538809752E9,-8.747674222871514E7,2.190933891069321E9,-1.239553223644522E9,1.0306619167422569E8
-9.85042512129446,1.723114891634054,385.0050297591887,6.612452797920684E8,1.153268047342901E9,-5.710157349425185E7,1.1530711154903748E9,-6.612601364965667E8,-1.5767152814359152E8,1.1764128042880366E9,2.0597709889357293E9,-5.086434632016527E7,2.0478703277255776E9,-1.1785118013527594E9,-1.4050486261369812E8,1.2571063060825331E9,2.2115656690326157E9,4.2470471340892725E7,2.1830814257610297E9,-1.2621473088643887E9,1.1728002822737224E8
-9.406044686180762,3.3950439410367967,386.0052695500758,6.528489752282037E8,1.1385484131734362E9,-2.9082473572636846E7,1.138417529747822E9,-6.528132794130238E8,-1.652078864369067E8,1.170752547511151E9,2.0462065462975123E9,-2.663818447368228E7,2.0344661422531908E9,-1.168710254875324E9,-1.5142663575129077E8,1.2681324839974372E9,2.2221252607569942E9,1.980306266985857E7,2.193558628329799E9,-1.26317845887321E9,1.1252214446042953E8
